symbol,sector,entry_date,exit_date,sim_entry_price,raw_entry_price,sim_exit_price,raw_exit_price,return_pct,holding_days,exit_reason,is_loss,ranking_method,capacity
GSS,Software & IT Services,2022-08-01,2023-03-01,225.5625,225.0,223.3901219558716,223.9499969482422,-0.9630936188987123,145,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,2
AURIONPRO,Software & IT Services,2022-11-03,2023-04-03,195.87060556536548,195.38215018989075,154.25784650188902,154.644457646004,-21.245024971135624,103,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,2
KAMDHENU,Metals & Mining,2023-03-01,2023-10-03,32.70816192225225,32.626595433668086,28.764907652829432,28.83700015321246,-12.055872411283731,144,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,2
HILTON,Automobile & Ancillaries,2023-04-03,2024-01-01,105.0620030593872,104.80000305175781,114.7125,115.0,9.18552536558606,183,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,2
RKFORGE,Automobile & Ancillaries,2024-01-01,2024-06-03,717.5990044846303,715.8094807826736,695.2010819520684,696.943440553452,-3.1212309928785045,101,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,2
HAL,Aviation,2023-10-03,2025-01-01,1884.779893075923,1880.0796938413198,4081.7814988109317,4092.0115276300066,116.56542038707481,306,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,2
SHILPAMED,Healthcare,2024-06-03,2025-02-01,249.32040236888795,248.69865572956405,353.53452502958453,354.42057647076143,41.799275819595415,168,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,2
KITEX,Textiles,2025-01-02,2025-03-03,234.95697539198358,234.3710477725522,156.1883531166635,156.57980262322155,-33.52470048778452,42,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,2
SIYSIL,Textiles,2025-02-03,2025-03-03,764.5613638544243,762.6547270368322,578.6338522770727,580.0840624331556,-24.31819345932224,19,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,2
SRF,Diversified,2025-04-09,2025-09-01,2753.50591898726,2746.6393206855464,2831.2616911664536,2838.3575851292767,2.823882514397943,97,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,2
RALLIS,Fertilisers & Pesticides,2025-09-01,2025-10-01,344.3575500885084,343.4988030808064,299.20681942254464,299.956711200546,-13.111584355957609,22,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,2
AXISCADES,Aviation,2025-04-15,2026-02-02,810.7217622375488,808.7000122070312,1142.1375,1145.0,40.87909726855753,200,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,2
HCG,Healthcare,2025-10-01,2026-02-02,641.9508505249023,640.3499755859375,589.6222256469727,591.0999755859375,-8.151500202101492,83,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,2
BANKBARODA,Banks,2026-02-04,2026-04-01,277.7320340980547,277.03943550928153,244.46067038518046,245.07335376960447,-11.979663714675288,37,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,2
OIL,Oil & Gas,2026-05-11,2026-07-01,458.1425,457.0,418.00236282348635,419.04998779296875,-8.76149607960703,37,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,2
TITAN,Diamond  &  Jewellery,2026-02-02,2026-08-24,3996.885032503398,3986.9177381580034,5066.302500000001,5079.0,26.756272917532144,140,END_OF_BACKTEST,False,Composite Momentum,2
ARIHANT,Real Estate,2026-07-03,2026-08-24,795.985,794.0,1004.6820121765137,1007.2000122070312,26.21871168131481,35,END_OF_BACKTEST,False,Composite Momentum,2
ASIANPAINT,Chemicals,2019-04-12,2019-07-01,1344.512536347503,1341.1596372543672,1284.2397691317053,1287.4584151696292,-4.482871344549491,51,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
CANTABIL,Retailing,2019-05-03,2019-11-01,51.560024114415064,51.43144550066341,40.56641687381459,40.66808709154345,-21.321959074737713,122,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
BATAINDIA,Footwear,2019-05-10,2020-04-01,1216.081754671056,1213.0491318414524,1106.6706788283082,1109.4442895521886,-8.997016477098855,221,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
BAJFINANCE,Finance,2019-07-10,2020-04-01,349.94047214801776,349.06780264141423,211.70952223423575,212.2401225405872,-39.50127547845141,179,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
EQ30,Unclassified,2019-11-14,2020-04-01,348.4690061187744,347.6000061035156,254.3625,255.0,-27.00570336711625,96,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
GMMPFAUDLR,Capital Goods,2020-07-21,2020-11-02,1358.0362759682669,1354.6496518386703,1166.0602806550348,1168.9827374987817,-14.13629361088716,73,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
DRREDDY,Healthcare,2020-07-09,2021-03-01,749.1182193937851,747.2500941583892,853.9227571406125,856.0629144266791,13.99038696878033,163,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,3
ADANIGREEN,Miscellaneous,2020-07-27,2021-08-02,346.8148872375488,345.95001220703125,880.1940243530274,882.4000244140625,153.79361058112357,254,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,3
AARTIDRUGS,Healthcare,2020-11-02,2021-09-01,668.0135420626315,666.3476728804304,607.7741016365785,609.2973449990761,-9.017697491588434,206,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
LAURUSLABS,Healthcare,2021-08-02,2021-11-01,640.828937757476,639.2308606059611,510.89221128762017,512.1726428948573,-20.27635127161358,62,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
WIPRO,Software & IT Services,2021-03-02,2022-02-01,192.17020747638205,191.69098002631625,264.6276805587888,265.2909078283597,37.704841990823105,227,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,3
SAGCEM,Construction Materials,2021-11-01,2022-02-01,278.9257737573324,278.23019826167825,240.94151441776503,241.54537786242108,-13.618052870443584,63,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
HGS,Software & IT Services,2021-09-01,2022-03-02,1236.735282403351,1233.6511545170583,1175.438619046795,1178.3845804980401,-4.956328506892592,124,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
TVTODAY,Media & Entertainment,2022-02-01,2022-06-01,286.2749893158596,285.5610865993612,196.1444575688313,196.63604768805143,-31.483900134769847,81,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
GREENPANEL,Construction Materials,2022-03-10,2022-07-01,479.94410528485815,478.74723719187847,428.31328601531885,429.38675289756276,-10.757673383423512,77,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
DANGEE,FMCG,2022-06-02,2022-11-01,22.055,22.0,21.496124238967898,21.549999237060547,-2.5340093449653223,103,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
GSS,Software & IT Services,2022-08-01,2023-03-01,225.5625,225.0,223.3901219558716,223.9499969482422,-0.9630936188987123,145,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
AURIONPRO,Software & IT Services,2022-11-03,2023-04-03,195.87060556536548,195.38215018989075,154.25784650188902,154.644457646004,-21.245024971135624,103,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
KAMDHENU,Metals & Mining,2023-03-01,2023-10-03,32.70816192225225,32.626595433668086,28.764907652829432,28.83700015321246,-12.055872411283731,144,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
HILTON,Automobile & Ancillaries,2023-04-03,2024-01-01,105.0620030593872,104.80000305175781,114.7125,115.0,9.18552536558606,183,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,3
RKFORGE,Automobile & Ancillaries,2024-01-01,2024-06-03,717.5990044846303,715.8094807826736,695.2010819520684,696.943440553452,-3.1212309928785045,101,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
HAL,Aviation,2023-10-03,2025-01-01,1884.779893075923,1880.0796938413198,4081.7814988109317,4092.0115276300066,116.56542038707481,306,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,3
KEI,Electricals,2022-02-02,2025-02-01,1104.9306244884451,1102.17518652214,4045.060472039067,4055.198468209591,266.0918054390815,741,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,3
SHILPAMED,Healthcare,2024-06-03,2025-02-01,249.32040236888795,248.69865572956405,353.53452502958453,354.42057647076143,41.799275819595415,168,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,3
KITEX,Textiles,2025-01-02,2025-03-03,234.95697539198358,234.3710477725522,156.1883531166635,156.57980262322155,-33.52470048778452,42,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
SIYSIL,Textiles,2025-02-03,2025-03-03,764.5613638544243,762.6547270368322,578.6338522770727,580.0840624331556,-24.31819345932224,19,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
REPL,Infrastructure,2025-02-10,2025-03-03,285.7125,285.0,212.4475457382202,212.97999572753906,-25.64289425971204,14,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
SRF,Diversified,2025-04-09,2025-09-01,2753.50591898726,2746.6393206855464,2831.2616911664536,2838.3575851292767,2.823882514397943,97,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,3
RALLIS,Fertilisers & Pesticides,2025-09-01,2025-10-01,344.3575500885084,343.4988030808064,299.20681942254464,299.956711200546,-13.111584355957609,22,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
AXISCADES,Aviation,2025-04-15,2026-02-02,810.7217622375488,808.7000122070312,1142.1375,1145.0,40.87909726855753,200,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,3
HCG,Healthcare,2025-10-01,2026-02-02,641.9508505249023,640.3499755859375,589.6222256469727,591.0999755859375,-8.151500202101492,83,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
BANKBARODA,Banks,2026-02-04,2026-04-01,277.7320340980547,277.03943550928153,244.46067038518046,245.07335376960447,-11.979663714675288,37,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
NORBTEAEXP,Agri,2025-05-02,2026-05-04,40.0498757648468,39.95000076293945,63.54075076103211,63.70000076293945,58.65405209771981,247,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,3
OIL,Oil & Gas,2026-05-11,2026-07-01,458.1425,457.0,418.00236282348635,419.04998779296875,-8.76149607960703,37,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,3
TITAN,Diamond  &  Jewellery,2026-02-02,2026-08-24,3996.885032503398,3986.9177381580034,5066.302500000001,5079.0,26.756272917532144,140,END_OF_BACKTEST,False,Composite Momentum,3
LUPIN,Healthcare,2026-05-15,2026-08-24,2257.3027141097346,2251.6735302840248,2182.53,2188.0,-3.312480583235564,71,END_OF_BACKTEST,True,Composite Momentum,3
ARIHANT,Real Estate,2026-07-03,2026-08-24,795.985,794.0,1004.6820121765137,1007.2000122070312,26.21871168131481,35,END_OF_BACKTEST,False,Composite Momentum,3
ASIANPAINT,Chemicals,2019-04-12,2019-07-01,1344.512536347503,1341.1596372543672,1284.2397691317053,1287.4584151696292,-4.482871344549491,51,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
HAVELLS,Capital Goods,2019-05-10,2019-08-01,699.9479012919053,698.2023953036462,610.7729224614168,612.3036816655807,-12.74023090374252,58,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
SEAMECLTD,Logistics,2019-05-13,2019-09-03,422.88563520968705,421.83105756577265,322.6497405532054,323.45838651950413,-23.702837436599115,77,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
CANTABIL,Retailing,2019-05-03,2019-11-01,51.560024114415064,51.43144550066341,40.56641687381459,40.66808709154345,-21.321959074737713,122,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
BATAINDIA,Footwear,2019-05-10,2020-04-01,1216.081754671056,1213.0491318414524,1106.6706788283082,1109.4442895521886,-8.997016477098855,221,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
BAJFINANCE,Finance,2019-07-10,2020-04-01,349.94047214801776,349.06780264141423,211.70952223423575,212.2401225405872,-39.50127547845141,179,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
PIDILITIND,Chemicals,2019-09-23,2020-04-01,694.1067127919158,692.3757733585195,655.0218420659287,656.6635008179736,-5.630959909431715,130,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
EQ30,Unclassified,2019-11-14,2020-04-01,348.4690061187744,347.6000061035156,254.3625,255.0,-27.00570336711625,96,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
GMMPFAUDLR,Capital Goods,2020-07-21,2020-11-02,1358.0362759682669,1354.6496518386703,1166.0602806550348,1168.9827374987817,-14.13629361088716,73,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
ABBOTINDIA,Healthcare,2019-08-02,2021-02-01,7571.327752531716,7552.446635941862,13031.927420621041,13064.588892853173,72.12208804807582,370,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
DRREDDY,Healthcare,2020-07-09,2021-03-01,749.1182193937851,747.2500941583892,853.9227571406125,856.0629144266791,13.99038696878033,163,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
COROMANDEL,Chemicals,2020-08-20,2021-05-03,729.2014541066272,727.3829966150896,698.9724864663181,700.7242972093413,-4.145489215643961,173,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
ADANIGREEN,Miscellaneous,2020-07-27,2021-08-02,346.8148872375488,345.95001220703125,880.1940243530274,882.4000244140625,153.79361058112357,254,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
AARTIDRUGS,Healthcare,2020-11-02,2021-09-01,668.0135420626315,666.3476728804304,607.7741016365785,609.2973449990761,-9.017697491588434,206,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
LAURUSLABS,Healthcare,2021-08-02,2021-11-01,640.828937757476,639.2308606059611,510.89221128762017,512.1726428948573,-20.27635127161358,62,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
CYBERTECH,Software & IT Services,2021-02-01,2021-12-01,107.03234759960745,106.76543401457103,127.1527743917848,127.47145302434566,18.798454152799643,205,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
WIPRO,Software & IT Services,2021-03-02,2022-02-01,192.17020747638205,191.69098002631625,264.6276805587888,265.2909078283597,37.704841990823105,227,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
MAHLOG,Logistics,2021-05-06,2022-02-01,513.4075432329968,512.1272251700716,573.0312157494143,574.4673842099392,11.613322262653014,185,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
SAGCEM,Construction Materials,2021-11-01,2022-02-01,278.9257737573324,278.23019826167825,240.94151441776503,241.54537786242108,-13.618052870443584,63,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
HGS,Software & IT Services,2021-09-01,2022-03-02,1236.735282403351,1233.6511545170583,1175.438619046795,1178.3845804980401,-4.956328506892592,124,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
RGL,Diamond  &  Jewellery,2021-12-01,2022-05-02,162.18834953170065,161.7838898071827,144.09848553184736,144.45963461839332,-11.153614949585219,103,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
TVTODAY,Media & Entertainment,2022-02-01,2022-06-01,286.2749893158596,285.5610865993612,196.1444575688313,196.63604768805143,-31.483900134769847,81,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
GREENPANEL,Construction Materials,2022-03-10,2022-07-01,479.94410528485815,478.74723719187847,428.31328601531885,429.38675289756276,-10.757673383423512,77,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
ACCURACY,Logistics,2022-02-03,2022-08-01,20.584073197348268,20.5327413439883,20.692471328879293,20.744332159277487,0.526611669574658,122,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
GMDCLTD,Metals & Mining,2022-05-05,2022-10-03,171.5711176419185,171.14325949318555,124.48345114728194,124.79543974664855,-27.444984413350955,104,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
DANGEE,FMCG,2022-06-02,2022-11-01,22.055,22.0,21.496124238967898,21.549999237060547,-2.5340093449653223,103,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
ASAHIINDIA,Construction Materials,2022-08-12,2023-01-02,558.7289809257816,557.3356418212285,517.1895897287404,518.4858042393388,-7.434622619398187,96,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
INSECTICID,Chemicals,2023-01-09,2023-02-01,720.5472257613482,718.7503498866316,603.7374147408594,605.2505410935934,-16.211263723493566,16,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
GSS,Software & IT Services,2022-08-01,2023-03-01,225.5625,225.0,223.3901219558716,223.9499969482422,-0.9630936188987123,145,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
RAMASTEEL,Automobile & Ancillaries,2022-10-03,2023-04-03,7.11774990439415,7.099999904632568,9.708999302387237,9.733332633972168,36.40545724138716,124,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
AURIONPRO,Software & IT Services,2022-11-03,2023-04-03,195.87060556536548,195.38215018989075,154.25784650188902,154.644457646004,-21.245024971135624,103,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
KAMDHENU,Metals & Mining,2023-03-01,2023-10-03,32.70816192225225,32.626595433668086,28.764907652829432,28.83700015321246,-12.055872411283731,144,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
HILTON,Automobile & Ancillaries,2023-04-03,2024-01-01,105.0620030593872,104.80000305175781,114.7125,115.0,9.18552536558606,183,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
RKFORGE,Automobile & Ancillaries,2024-01-01,2024-06-03,717.5990044846303,715.8094807826736,695.2010819520684,696.943440553452,-3.1212309928785045,101,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
UNIONBANK,Banks,2023-02-01,2024-09-02,70.30603852475667,70.1307117453932,114.79120501741329,115.07890227309602,63.27360697046268,387,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
HAL,Aviation,2023-10-03,2025-01-01,1884.779893075923,1880.0796938413198,4081.7814988109317,4092.0115276300066,116.56542038707481,306,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
KEI,Electricals,2022-02-02,2025-02-01,1104.9306244884451,1102.17518652214,4045.060472039067,4055.198468209591,266.0918054390815,741,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
SHILPAMED,Healthcare,2024-06-03,2025-02-01,249.32040236888795,248.69865572956405,353.53452502958453,354.42057647076143,41.799275819595415,168,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
KITEX,Textiles,2025-01-02,2025-03-03,234.95697539198358,234.3710477725522,156.1883531166635,156.57980262322155,-33.52470048778452,42,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
SIYSIL,Textiles,2025-02-03,2025-03-03,764.5613638544243,762.6547270368322,578.6338522770727,580.0840624331556,-24.31819345932224,19,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
REPL,Infrastructure,2025-02-10,2025-03-03,285.7125,285.0,212.4475457382202,212.97999572753906,-25.64289425971204,14,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
BLUESTARCO,Consumer Durables,2023-04-03,2025-05-02,674.8988521038522,673.2158125724211,1682.3706333338737,1686.58710108659,149.27744773745647,510,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
ORIENTCEM,Construction Materials,2024-09-02,2025-07-01,304.29157977919823,303.5327479094247,240.04728447651254,240.64890674337096,-21.112741716120766,206,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
AXISBANK,Banks,2025-07-07,2025-08-01,1179.6342628674286,1176.6925315385822,1061.5188225977377,1064.1792707746743,-10.01288653506711,19,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
SRF,Diversified,2025-04-09,2025-09-01,2753.50591898726,2746.6393206855464,2831.2616911664536,2838.3575851292767,2.823882514397943,97,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
CAMLINFINE,Chemicals,2025-08-01,2025-09-01,281.50198776245117,280.79998779296875,199.5,200.0,-29.130162957019518,19,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
RALLIS,Fertilisers & Pesticides,2025-09-01,2025-10-01,344.3575500885084,343.4988030808064,299.20681942254464,299.956711200546,-13.111584355957609,22,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
RAMANEWS,Paper,2025-05-09,2025-11-03,31.077499999999997,31.0,29.127000761032107,29.200000762939453,-6.276242422871499,122,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
GINNIFILA,Textiles,2025-09-08,2025-12-01,47.969623470306395,47.849998474121094,40.38877667427063,40.4900016784668,-15.80343193798128,57,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
AXISCADES,Aviation,2025-04-15,2026-02-02,810.7217622375488,808.7000122070312,1142.1375,1145.0,40.87909726855753,200,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
HCG,Healthcare,2025-10-01,2026-02-02,641.9508505249023,640.3499755859375,589.6222256469727,591.0999755859375,-8.151500202101492,83,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
NAM-INDIA,Finance,2025-12-05,2026-04-01,827.0056490719096,824.9432908447976,818.9833442548505,821.0359340900757,-0.9700423239021341,78,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
BANKBARODA,Banks,2026-02-04,2026-04-01,277.7320340980547,277.03943550928153,244.46067038518046,245.07335376960447,-11.979663714675288,37,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
NORBTEAEXP,Agri,2025-05-02,2026-05-04,40.0498757648468,39.95000076293945,63.54075076103211,63.70000076293945,58.65405209771981,247,MONTHLY_CLOSE_LT_M_EMA9,False,Composite Momentum,5
OIL,Oil & Gas,2026-05-11,2026-07-01,458.1425,457.0,418.00236282348635,419.04998779296875,-8.76149607960703,37,MONTHLY_CLOSE_LT_M_EMA9,True,Composite Momentum,5
